easy,caesar_cipher,gpt,o3-2025-04-16,run_1,30,1,1,8,0.125,4581.565217,0.681818182,6001.095951
easy,01248_encryption_1,gpt,o3-2025-04-16,run_1,30,1,0,8,0,6881.333333,,
easy,01248_encryption_2,gpt,o3-2025-04-16,run_1,30,1,8,8,1,6196.512821,,
easy,fib_cipher,gpt,o3-2025-04-16,run_1,30,1,8,8,1,4425.846154,,
easy,bacon_cipher,gpt,o3-2025-04-16,run_1,30,1,0,8,0,4088.470588,,
easy,zigzag_cipher,gpt,o3-2025-04-16,run_1,30,1,8,8,1,7212.8,,
easy,curve_cipher,gpt,o3-2025-04-16,run_1,30,1,7,8,0.875,8443.534884,,
easy,adhxz_encryption,gpt,o3-2025-04-16,run_1,30,1,5,8,0.625,6189.714286,,
easy,backpack_encryption,gpt,o3-2025-04-16,run_1,30,1,7,8,0.875,6168.97561,,
easy,simple_substitution,gpt,o3-2025-04-16,run_1,30,1,8,8,1,7627.2,,
easy,idx_shift_encryption,gpt,o3-2025-04-16,run_1,30,1,8,8,1,4196.102564,,
hard,positional_keyword_cipher,gpt,o3-2025-04-16,run_1,30,1,0,8,0,6158.978723,0.194444444,7776.366405
hard,frequency_encryption,gpt,o3-2025-04-16,run_1,30,1,0,8,0,6510.297872,,
hard,rsa_encryption,gpt,o3-2025-04-16,run_1,30,1,0,8,0,6996.425532,,
hard,compositional_encryption,gpt,o3-2025-04-16,run_1,30,1,1,8,0.125,8222.608696,,
hard,sequential_feedback_cipher,gpt,o3-2025-04-16,run_1,30,1,1,8,0.125,9994.893617,,
hard,playfair_cipher,gpt,o3-2025-04-16,run_1,30,1,0,8,0,10075.23404,,
hard,vigenere_encryption,gpt,o3-2025-04-16,run_1,30,1,7,8,0.875,6742.857143,,
hard,dynamic_curve_cipher,gpt,o3-2025-04-16,run_1,29,1,1,8,0.125,9423.304348,,
hard,hill_cipher,gpt,o3-2025-04-16,run_1,30,1,4,8,0.5,5862.697674,,
easy,caesar_cipher,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,0,8,0,2138.631579,,
easy,01248_encryption_1,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,6,8,0.75,5551.421053,,
easy,01248_encryption_2,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,3,8,0.375,7301.684211,,
easy,fib_cipher,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,0,8,0,4976.578947,,
easy,bacon_cipher,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,0,8,0,11819.9,,
easy,zigzag_cipher,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,2,8,0.25,11574.7,,
easy,curve_cipher,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,1,8,0.125,6742.684211,,
easy,adhxz_encryption,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,0,8,0,8578.210526,,
easy,backpack_encryption,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,8,8,1,5848.789474,,
easy,simple_substitution,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,3,8,0.375,3129.5,,
easy,idx_shift_encryption,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,4,8,0.5,3451.210526,,
hard,positional_keyword_cipher,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,0,8,0,9361.315789,,
hard,frequency_encryption,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,1,8,0.125,1498.894737,,
hard,rsa_encryption,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,0,8,0,12437.26316,,
hard,compositional_encryption,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,0,8,0,12535.47368,,
hard,sequential_feedback_cipher,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,0,8,0,2999.421053,,
hard,playfair_cipher,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,0,8,0,13802.73684,,
hard,vigenere_encryption,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,5,8,0.625,6445.842105,,
